,layers.8.conv1,layers.8.conv0,layers.7.conv1,layers.7.conv0,layers.6.conv1,layers.6.conv0,layers.5.conv1,layers.5.conv0,layers.4.conv1,layers.4.conv0,layers.3.conv1,layers.3.conv0,layers.2.conv1,layers.2.conv0,layers.1.conv1,layers.1.conv0,layers.0.conv1,layers.0.conv0
num_q_codes,36864.0,36864.0,36864.0,36864.0,36864.0,18432.0,9216.0,9216.0,9216.0,9216.0,9216.0,4608.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0
num_in_range,34463.7,33391.3,34303.5,33214.3,34318.8,16352.7,8402.6,8113.8,8511.2,8142.5,8389.9,3981.0,2094.1,1996.5,2082.5,1981.3,2105.3,2000.8
num_out_of_range,2400.3,3472.7,2560.5,3649.7,2545.2,2079.3,813.4,1102.2,704.8,1073.5,826.1,627.0,209.9,307.5,221.5,322.7,198.7,303.2
num_cont_representable,34458.2,33386.7,34297.3,33209.8,34311.8,16350.8,8401.0,8112.6,8509.8,8141.1,8388.6,3980.1,2093.6,1996.0,2082.0,1981.2,2105.2,2000.6
num_remaining,5.5,4.6,6.2,4.5,7.0,1.9,1.6,1.2,1.4,1.4,1.3,0.9,0.5,0.5,0.5,0.1,0.1,0.2
range_time,0.0054018497467041016,0.0056999921798706055,0.005598545074462891,0.005742669105529785,0.005679821968078614,0.0028694629669189452,0.0014806509017944336,0.0013391494750976563,0.001509547233581543,0.003065824508666992,0.001589798927307129,0.000803828239440918,0.0004781484603881836,0.000475311279296875,0.0006659269332885742,0.0004788875579833984,0.000506591796875,0.0005220651626586914
cont_time,0.003765869140625,0.00379486083984375,0.0038606405258178713,0.0037765979766845705,0.003764915466308594,0.002674722671508789,0.0010442018508911132,0.0009932518005371094,0.0011542081832885743,0.0013328313827514649,0.0019063711166381835,0.0005476713180541992,0.00029761791229248046,0.0003125190734863281,0.00029103755950927735,0.00029997825622558595,0.0002937793731689453,0.000655508041381836
sparsity_time,1.7169900417327881,1.6998589277267455,1.7894646167755126,1.657780122756958,1.710953450202942,1.7024397611618043,1.6800901174545289,1.684421181678772,1.685400652885437,1.7379666805267333,1.7260511875152589,1.672951889038086,1.5965147972106934,1.5848707675933837,1.594308066368103,1.5784120559692383,1.535731816291809,1.511225414276123
cvm_time,1.5148496866226195,1.3538268089294434,1.6094711542129516,1.551093292236328,1.5759336709976197,1.5442501306533813,1.075327253341675,1.2514493227005006,1.1390571355819703,1.2459469556808471,0.9651598453521728,0.7674720287322998,0.46095972061157225,0.47870256900787356,0.791163420677185,0.16026406288146972,0.17225322723388672,0.31079530715942383
total_time,3.241007447242737,3.0631805896759032,3.408394956588745,3.2183926820755007,3.296331858634949,3.2522340774536134,2.757942223548889,2.938202905654907,2.827121543884277,2.988312292098999,2.6947072029113768,2.441775417327881,2.0582502841949464,2.0643611669540407,2.386428451538086,1.739454984664917,1.7087854146957397,1.8231982946395875
num_fawdable,34460.7,33388.7,34300.4,33212.2,34315.2,16351.5,8401.4,8113.0,8510.8,8141.7,8389.1,3980.7,2093.8,1996.1,2082.5,1981.3,2105.2,2000.6
num_cvm,2403.3,3475.3,2563.6,3651.8,2548.8,2080.5,814.6,1103.0,705.2,1074.3,826.9,627.3,210.2,307.9,221.5,322.7,198.8,303.4
num_cvm_in_remaining,3.0,2.6,3.1,2.1,3.6,1.2,1.2,0.8,0.4,0.8,0.8,0.3,0.3,0.4,0.0,0.0,0.1,0.2
num_fawd_in_remaining,2.5,2.0,3.1,2.4,3.4,0.7,0.4,0.4,1.0,0.6,0.5,0.6,0.2,0.1,0.5,0.1,0.0,0.0
perc_fawdable,0.9348063151041668,0.9057264539930557,0.9304578993055553,0.9009385850694447,0.930859375,0.8871256510416666,0.9116102430555555,0.8803168402777779,0.9234809027777777,0.8834309895833334,0.9102756076388889,0.8638671875,0.9087673611111112,0.8663628472222221,0.9038628472222221,0.8599392361111111,0.9137152777777778,0.8683159722222223
perc_cvm,0.06519368489583333,0.09427354600694443,0.06954210069444446,0.09906141493055556,0.069140625,0.11287434895833333,0.08838975694444444,0.11968315972222224,0.07651909722222222,0.11656901041666667,0.0897243923611111,0.1361328125,0.09123263888888891,0.1336371527777778,0.09613715277777778,0.14006076388888888,0.08628472222222223,0.13168402777777777
err_out_of_range,15587.7,24583.9,16963.9,25836.4,16659.5,15160.8,5548.4,7930.5,4591.8,7665.8,5697.2,4741.4,1456.2,2202.1,1541.5,2379.1,1316.1,2239.3
err_reduced_precision,3.8,3.6,4.2,2.7,4.8,1.6,1.5,1.1,0.6,1.0,0.9,0.4,0.4,0.5,0.0,0.0,0.2,0.4
err_total,15591.5,24587.5,16968.1,25839.1,16664.3,15162.4,5549.9,7931.6,4592.4,7666.8,5698.1,4741.8,1456.6,2202.6,1541.5,2379.1,1316.3,2239.7
quant_err,0.060150146484375,0.034759521484375,0.052093505859375,0.0345458984375,0.046173095703125,0.0350341796875,0.050018310546875,0.0305023193359375,0.04949951171875,0.03033447265625,0.04864501953125,0.03466796875,0.04669189453125,0.031463623046875,0.047760009765625,0.030120849609375,0.047698974609375,0.0312347412109375
fault_err,0.06153564453125,0.0361328125,0.0533782958984375,0.035986328125,0.0472747802734375,0.0368377685546875,0.0517608642578125,0.032232666015625,0.050848388671875,0.0319915771484375,0.050360107421875,0.0370849609375,0.04837646484375,0.03358154296875,0.049615478515625,0.0323699951171875,0.0491943359375,0.0333831787109375
