,layers.8.conv1,layers.8.conv0,layers.7.conv1,layers.7.conv0,layers.6.conv1,layers.6.conv0,layers.5.conv1,layers.5.conv0,layers.4.conv1,layers.4.conv0,layers.3.conv1,layers.3.conv0,layers.2.conv1,layers.2.conv0,layers.1.conv1,layers.1.conv0,layers.0.conv1,layers.0.conv0
num_q_codes,36864.0,36864.0,36864.0,36864.0,36864.0,18432.0,9216.0,9216.0,9216.0,9216.0,9216.0,4608.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0
num_in_range,33693.75,33067.8,33681.3,33022.45,33764.1,16313.05,8324.5,8106.1,8395.3,8125.85,8317.95,3987.55,2081.0,2010.15,2073.65,1997.2,2088.8,1995.65
num_out_of_range,3170.25,3796.2,3182.7,3841.55,3099.9,2118.95,891.5,1109.9,820.7,1090.15,898.05,620.45,223.0,293.85,230.35,306.8,215.2,308.35
num_cont_representable,32481.65,31910.05,32453.3,31887.8,32534.4,15760.4,8025.55,7836.2,8085.9,7854.2,8022.7,3856.6,2006.2,1945.2,2001.8,1933.95,2016.4,1932.65
num_remaining,1212.1,1157.75,1228.0,1134.65,1229.7,552.65,298.95,269.9,309.4,271.65,295.25,130.95,74.8,64.95,71.85,63.25,72.4,63.0
range_time,0.004104626178741455,0.004091084003448486,0.004135739803314209,0.004098045825958252,0.004066586494445801,0.002111971378326416,0.0009948372840881347,0.0010210514068603516,0.000973963737487793,0.0016337275505065919,0.0016196012496948243,0.0005788326263427735,0.00038100481033325194,0.0003805398941040039,0.0003692269325256348,0.00038012266159057615,0.00037744045257568357,0.0003786563873291016
cont_time,0.0033589959144592284,0.003383934497833252,0.0033447861671447752,0.0034247756004333494,0.003374969959259033,0.001743018627166748,0.0009149551391601562,0.0009144663810729981,0.0009096980094909668,0.001343405246734619,0.0017493724822998046,0.0020636916160583496,0.0002772808074951172,0.00041120052337646485,0.00028055906295776367,0.0002870440483093262,0.0002849698066711426,0.0002752542495727539
sparsity_time,1.166852629184723,1.1834460854530335,1.1343533992767334,1.1789587259292602,1.1834859251976013,1.1776769876480102,1.1679144144058227,1.1449029445648193,1.1979670405387879,1.1357058763504029,1.1673133730888368,1.1504034638404845,1.1369688630104064,1.1058747172355652,1.0861328005790711,1.0460380434989929,1.0522623896598815,1.034876775741577
cvm_time,2.802989673614502,2.7941606402397157,2.85906777381897,2.8683309316635133,2.902863931655884,2.650670850276947,2.458514952659607,2.531633973121643,2.6796774744987486,2.5708507180213926,2.631777858734131,2.6624858260154722,2.6494136333465574,2.5452651619911193,2.549320137500763,2.5363022685050964,2.611130726337433,2.6000154972076417
total_time,3.9773059248924256,3.985081744194031,4.000901699066162,4.054812479019165,4.09379141330719,3.8322028279304505,3.628339159488678,3.678472435474396,3.8795281767845156,3.709533727169037,3.8024602055549623,3.815531814098358,3.7870407819747927,3.651931619644165,3.636102724075317,3.583007478713989,3.6640555262565613,3.6355461835861207
num_fawdable,33010.1,32439.25,33002.3,32408.05,33103.1,16015.75,8160.3,7958.8,8226.9,7975.45,8157.8,3921.5,2041.25,1974.8,2035.4,1962.2,2052.1,1960.4
num_cvm,3853.9,4424.75,3861.7,4455.95,3760.9,2416.25,1055.7,1257.2,989.1,1240.55,1058.2,686.5,262.75,329.2,268.6,341.8,251.9,343.6
num_cvm_in_remaining,683.65,628.55,679.0,614.4,661.0,297.3,164.2,147.3,168.4,150.4,160.15,66.05,39.75,35.35,38.25,35.0,36.7,35.25
num_fawd_in_remaining,528.45,529.2,549.0,520.25,568.7,255.35,134.75,122.6,141.0,121.25,135.1,64.9,35.05,29.6,33.6,28.25,35.7,27.75
perc_fawdable,0.895456271701389,0.879970974392361,0.8952446831597222,0.8791246202256945,0.8979790581597221,0.8689100477430556,0.88544921875,0.8635850694444441,0.89267578125,0.8653917100694445,0.8851779513888891,0.8510199652777777,0.885959201388889,0.8571180555555555,0.8834201388888889,0.8516493055555555,0.8906684027777777,0.8508680555555556
perc_cvm,0.10454372829861111,0.12002902560763887,0.10475531684027777,0.12087537977430556,0.1020209418402778,0.13108995225694448,0.11455078125,0.13641493055555554,0.10732421874999998,0.1346082899305556,0.11482204861111114,0.14898003472222227,0.11404079861111112,0.14288194444444444,0.11657986111111111,0.14835069444444443,0.10933159722222222,0.14913194444444441
err_out_of_range,236088.6,303775.8,240468.9,310864.25,240387.55,174824.35,72149.95,92452.7,64400.8,90606.7,71483.05,51067.35,18348.25,24233.5,18499.45,25904.25,17367.45,25028.85
err_reduced_precision,2831.1,2482.1,2751.2,2411.65,2612.95,1143.05,659.75,589.35,693.9,601.6,634.15,242.65,144.65,148.0,140.2,126.65,131.1,138.75
err_total,238919.7,306257.9,243220.1,313275.9,243000.5,175967.4,72809.7,93042.05,65094.7,91208.3,72117.2,51310.0,18492.9,24381.5,18639.65,26030.9,17498.55,25167.6
quant_err,0.060150146484375,0.0347900390625,0.05206298828125,0.034576416015625,0.046142578125,0.0350341796875,0.04998779296875,0.030487060546875,0.049468994140625,0.03033447265625,0.04864501953125,0.034637451171875,0.04669189453125,0.031494140625,0.047760009765625,0.030120849609375,0.04766845703125,0.03125
fault_err,0.06258697509765625,0.0367523193359375,0.05419921875,0.03658599853515625,0.04800262451171875,0.03744964599609375,0.052630615234375,0.0328704833984375,0.0516937255859375,0.032635498046875,0.051171875,0.03770294189453125,0.04917449951171875,0.03421630859375,0.05037078857421875,0.03298187255859375,0.0499755859375,0.03406219482421875
