,layers.8.conv1,layers.8.conv0,layers.7.conv1,layers.7.conv0,layers.6.conv1,layers.6.conv0,layers.5.conv1,layers.5.conv0,layers.4.conv1,layers.4.conv0,layers.3.conv1,layers.3.conv0,layers.2.conv1,layers.2.conv0,layers.1.conv1,layers.1.conv0,layers.0.conv1,layers.0.conv0
num_q_codes,36864.0,36864.0,36864.0,36864.0,36864.0,18432.0,9216.0,9216.0,9216.0,9216.0,9216.0,4608.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0
num_in_range,33686.6,33020.6,33679.4,32991.8,33764.8,16317.8,8305.6,8092.2,8375.0,8116.4,8321.0,3999.2,2074.4,2010.2,2068.6,2002.2,2092.4,2001.8
num_out_of_range,3177.4,3843.4,3184.6,3872.2,3099.2,2114.2,910.4,1123.8,841.0,1099.6,895.0,608.8,229.6,293.8,235.4,301.8,211.6,302.2
num_cont_representable,32465.6,31852.4,32453.0,31853.4,32528.6,15759.2,8008.0,7817.2,8078.8,7846.0,8023.8,3869.0,1998.8,1941.8,1992.2,1926.2,2019.0,1939.8
num_remaining,1221.0,1168.2,1226.4,1138.4,1236.2,558.6,297.6,275.0,296.2,270.4,297.2,130.2,75.6,68.4,76.4,76.0,73.4,62.0
range_time,0.004187202453613282,0.004423618316650391,0.004471969604492187,0.004367446899414063,0.004103994369506836,0.0021705150604248045,0.0009979248046875,0.0009880542755126953,0.0009525299072265625,0.0009572982788085937,0.0009882926940917968,0.0005874156951904297,0.0006149768829345703,0.0005902767181396485,0.0012557506561279297,0.00038886070251464844,0.00038852691650390623,0.0005789756774902344
cont_time,0.0033272743225097657,0.003306722640991211,0.003476572036743164,0.0033431053161621094,0.0033405303955078127,0.001682138442993164,0.0008783817291259765,0.000931549072265625,0.0008875846862792969,0.0008796215057373047,0.0015872001647949218,0.0005008220672607422,0.0002823352813720703,0.0009424209594726563,0.00029511451721191405,0.00031538009643554686,0.000302886962890625,0.00026960372924804686
sparsity_time,1.5183481216430663,1.4911428451538087,1.4894907474517822,1.4473327159881593,1.5160008907318114,1.4451655864715576,1.4533809661865233,1.4770419120788574,1.4858653545379639,1.5164108753204346,1.5149153232574464,1.4576055526733398,1.3721016883850097,1.3959304332733153,1.318132495880127,1.4772725582122803,1.391460943222046,1.4396997928619384
cvm_time,3.591399574279785,3.2117804050445558,3.259122133255005,3.228834629058838,3.4373426914215086,3.0961484909057617,2.8802639961242678,3.0670455932617187,3.0792104721069338,2.995000886917114,2.8670321464538575,3.0176501750946043,3.1746329784393312,2.9755508422851564,2.773823595046997,2.901525688171387,2.8954655170440673,2.88815655708313
total_time,5.117262172698974,4.710653591156006,4.756561422348023,4.683877897262573,4.960788106918335,4.545166730880737,4.335521268844604,4.546007108688355,4.5669159412384035,4.513248682022095,4.38452296257019,4.476343965530395,4.5476319789886475,4.373013973236084,4.093506956100464,4.379502487182617,4.287617874145508,4.328704929351806
num_fawdable,33000.8,32382.8,33006.8,32359.0,33100.0,16022.4,8135.8,7931.2,8218.6,7966.4,8163.2,3931.0,2029.2,1970.2,2027.2,1958.2,2054.2,1969.4
num_cvm,3863.2,4481.2,3857.2,4505.0,3764.0,2409.6,1080.2,1284.8,997.4,1249.6,1052.8,677.0,274.8,333.8,276.8,345.8,249.8,334.6
num_cvm_in_remaining,685.8,637.8,672.6,632.8,664.8,295.4,169.8,161.0,156.4,150.0,157.8,68.2,45.2,40.0,41.4,44.0,38.2,32.4
num_fawd_in_remaining,535.2,530.4,553.8,505.6,571.4,263.2,127.8,114.0,139.8,120.4,139.4,62.0,30.4,28.4,35.0,32.0,35.2,29.6
perc_fawdable,0.8952039930555555,0.8784396701388889,0.8953667534722222,0.8777940538194444,0.8978949652777779,0.8692708333333332,0.8827907986111111,0.8605902777777779,0.891775173611111,0.8644097222222223,0.8857638888888889,0.8530815972222223,0.8807291666666666,0.8551215277777778,0.8798611111111111,0.8499131944444445,0.8915798611111111,0.8547743055555556
perc_cvm,0.10479600694444444,0.12156032986111112,0.10463324652777777,0.12220594618055555,0.10210503472222224,0.13072916666666665,0.11720920138888888,0.13940972222222223,0.10822482638888889,0.13559027777777777,0.11423611111111112,0.1469184027777778,0.11927083333333333,0.14487847222222222,0.12013888888888888,0.15008680555555556,0.10842013888888888,0.14522569444444444
err_out_of_range,236466.6,306624.8,240695.4,312567.0,237806.6,173620.2,73409.0,93630.0,66487.2,92516.6,72158.2,49375.0,17865.6,25245.6,18749.6,25562.2,17623.2,24806.6
err_reduced_precision,2797.6,2535.6,2671.0,2473.0,2670.4,1074.0,660.8,637.2,662.2,606.8,616.6,254.6,201.6,160.6,156.6,157.6,133.6,125.4
err_total,239264.2,309160.4,243366.4,315040.0,240477.0,174694.2,74069.8,94267.2,67149.4,93123.4,72774.8,49629.6,18067.2,25406.2,18906.2,25719.8,17756.8,24932.0
quant_err,0.060150146484375,0.0347900390625,0.05206298828125,0.034576416015625,0.046142578125,0.0350341796875,0.04998779296875,0.030487060546875,0.049468994140625,0.03033447265625,0.04864501953125,0.034637451171875,0.04669189453125,0.031494140625,0.047760009765625,0.030120849609375,0.04766845703125,0.03125
fault_err,0.062591552734375,0.03677978515625,0.05419921875,0.036602783203125,0.04798583984375,0.037432861328125,0.052685546875,0.03289794921875,0.05177001953125,0.032684326171875,0.0511962890625,0.037603759765625,0.0490966796875,0.034326171875,0.050390625,0.03294677734375,0.050018310546875,0.034033203125
