,layers.8.conv1,layers.8.conv0,layers.7.conv1,layers.7.conv0,layers.6.conv1,layers.6.conv0,layers.5.conv1,layers.5.conv0,layers.4.conv1,layers.4.conv0,layers.3.conv1,layers.3.conv0,layers.2.conv1,layers.2.conv0,layers.1.conv1,layers.1.conv0,layers.0.conv1,layers.0.conv0
num_q_codes,36864.0,36864.0,36864.0,36864.0,36864.0,18432.0,9216.0,9216.0,9216.0,9216.0,9216.0,4608.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0
num_in_range,34262.0,32715.0,33965.0,32633.0,33946.0,15922.0,8317.0,7880.0,8447.0,7894.0,8280.0,3817.0,2072.0,1933.0,2055.0,1874.0,2072.0,1919.0
num_out_of_range,2602.0,4149.0,2899.0,4231.0,2918.0,2510.0,899.0,1336.0,769.0,1322.0,936.0,791.0,232.0,371.0,249.0,430.0,232.0,385.0
num_cont_representable,34244.0,32708.0,33946.0,32624.0,33933.0,15913.0,8314.0,7876.0,8446.0,7893.0,8277.0,3816.0,2072.0,1929.0,2054.0,1872.0,2072.0,1918.0
num_remaining,18.0,7.0,19.0,9.0,13.0,9.0,3.0,4.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0
range_time,0.007915973663330078,0.00820612907409668,0.008539438247680664,0.008391141891479492,0.008225440979003906,0.005137205123901367,0.0030145645141601562,0.0028307437896728516,0.0025115013122558594,0.002785205841064453,0.0026998519897460938,0.0013942718505859375,0.0007183551788330078,0.0007529258728027344,0.0009088516235351562,0.0009605884552001953,0.0018455982208251953,0.0007388591766357422
cont_time,0.004750490188598633,0.0048065185546875,0.00507354736328125,0.004866600036621094,0.0047833919525146484,0.0027799606323242188,0.0013153553009033203,0.0012509822845458984,0.0013701915740966797,0.0015590190887451172,0.0016417503356933594,0.0006654262542724609,0.00042128562927246094,0.0003914833068847656,0.0003681182861328125,0.0003705024719238281,0.0003669261932373047,0.004448652267456055
sparsity_time,3.337860107421875e-06,4.291534423828125e-06,4.0531158447265625e-06,5.0067901611328125e-06,4.76837158203125e-06,5.245208740234375e-06,4.0531158447265625e-06,2.6226043701171875e-06,4.76837158203125e-06,3.337860107421875e-06,5.0067901611328125e-06,2.86102294921875e-06,3.337860107421875e-06,2.86102294921875e-06,3.337860107421875e-06,4.291534423828125e-06,2.86102294921875e-06,3.337860107421875e-06
cvm_time,2.4343812465667725,2.7927515506744385,2.412905693054199,2.3029346466064453,2.494877815246582,2.6957249641418457,2.776705026626587,2.324115753173828,2.4061384201049805,2.227759599685669,2.798276901245117,2.225314140319824,2.2172927856445312e-05,2.333132266998291,2.242194652557373,2.8028998374938965,2.3365020751953125e-05,2.5314736366271973
total_time,2.4470510482788086,2.8057684898376465,2.426522731781006,2.316197395324707,2.5078914165496826,2.7036473751068115,2.781038999557495,2.328200101852417,2.410024881362915,2.232107162475586,2.8026235103607178,2.227376699447632,0.001165151596069336,2.3342795372009277,2.2434749603271484,2.8042352199554443,0.002238750457763672,2.5366644859313965
num_fawdable,34254.0,32714.0,33960.0,32630.0,33942.0,15919.0,8316.0,7880.0,8447.0,7894.0,8280.0,3816.0,2072.0,1932.0,2055.0,1873.0,2072.0,1919.0
num_cvm,2610.0,4150.0,2904.0,4234.0,2922.0,2513.0,900.0,1336.0,769.0,1322.0,936.0,792.0,232.0,372.0,249.0,431.0,232.0,385.0
num_cvm_in_remaining,8.0,1.0,5.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
num_fawd_in_remaining,10.0,6.0,14.0,6.0,9.0,6.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0
perc_fawdable,0.92919921875,0.8874240451388888,0.9212239583333334,0.8851453993055556,0.9207356770833334,0.8636610243055556,0.90234375,0.8550347222222222,0.9165581597222222,0.8565538194444444,0.8984375,0.828125,0.8993055555555556,0.8385416666666666,0.8919270833333334,0.8129340277777778,0.8993055555555556,0.8328993055555556
perc_cvm,0.07080078125,0.1125759548611111,0.07877604166666667,0.11485460069444445,0.07926432291666667,0.13633897569444445,0.09765625,0.1449652777777778,0.08344184027777778,0.14344618055555555,0.1015625,0.171875,0.10069444444444445,0.16145833333333334,0.10807291666666667,0.1870659722222222,0.10069444444444445,0.16710069444444445
err_out_of_range,242146.0,387987.0,264599.0,406789.0,263088.0,236637.0,83098.0,129177.0,74587.0,125829.0,88003.0,77984.0,22572.0,34642.0,25827.0,39689.0,20618.0,35137.0
err_reduced_precision,9.0,1.0,8.0,8.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
err_total,242155.0,387988.0,264607.0,406797.0,263099.0,236641.0,83099.0,129177.0,74587.0,125829.0,88003.0,77985.0,22572.0,34644.0,25827.0,39690.0,20618.0,35137.0
quant_err,0.060150146484375,0.0347900390625,0.052093505859375,0.034576416015625,0.046142578125,0.0350341796875,0.049957275390625,0.0305023193359375,0.049468994140625,0.03033447265625,0.04864501953125,0.034637451171875,0.04669189453125,0.031494140625,0.047760009765625,0.0301055908203125,0.04766845703125,0.03125
fault_err,0.061431884765625,0.036041259765625,0.05328369140625,0.035858154296875,0.04718017578125,0.03668212890625,0.051513671875,0.03216552734375,0.05078125,0.031951904296875,0.050201416015625,0.0369873046875,0.048248291015625,0.033447265625,0.049591064453125,0.032318115234375,0.049041748046875,0.033233642578125
