,layers.8.conv1,layers.8.conv0,layers.7.conv1,layers.7.conv0,layers.6.conv1,layers.6.conv0,layers.5.conv1,layers.5.conv0,layers.4.conv1,layers.4.conv0,layers.3.conv1,layers.3.conv0,layers.2.conv1,layers.2.conv0,layers.1.conv1,layers.1.conv0,layers.0.conv1,layers.0.conv0
num_q_codes,36864.0,36864.0,36864.0,36864.0,36864.0,18432.0,9216.0,9216.0,9216.0,9216.0,9216.0,4608.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0
num_in_range,33707.8,33054.3,33697.3,32999.8,33809.5,16321.7,8303.9,8089.7,8403.8,8121.8,8328.8,3982.2,2079.0,2005.4,2072.5,1996.2,2093.4,1998.1
num_out_of_range,3156.2,3809.7,3166.7,3864.2,3054.5,2110.3,912.1,1126.3,812.2,1094.2,887.2,625.8,225.0,298.6,231.5,307.8,210.6,305.9
num_cont_representable,32495.4,31907.2,32468.1,31849.3,32570.5,15769.2,8002.9,7824.7,8096.9,7841.4,8041.6,3850.7,2007.8,1942.7,2002.9,1930.6,2019.5,1926.5
num_remaining,1212.4,1147.1,1229.2,1150.5,1239.0,552.5,301.0,265.0,306.9,280.4,287.2,131.5,71.2,62.7,69.6,65.6,73.9,71.6
range_time,0.004109597206115723,0.004145288467407226,0.004092979431152344,0.004135680198669433,0.0040902853012084964,0.0021303415298461912,0.0010622262954711914,0.0009840965270996095,0.0009904861450195312,0.0009741783142089844,0.0017076730728149414,0.0009633064270019531,0.0003943681716918945,0.00037534236907958983,0.00036733150482177735,0.0003845453262329102,0.0004402637481689453,0.00037627220153808595
cont_time,0.0033420324325561523,0.0033167600631713867,0.003480195999145508,0.0033472299575805662,0.00333249568939209,0.0017594575881958007,0.0009540796279907226,0.001016092300415039,0.0009175777435302734,0.0015430212020874023,0.0013913154602050782,0.0010248899459838867,0.0010739803314208985,0.00028281211853027345,0.00028395652770996094,0.0002726078033447266,0.00027213096618652346,0.0002761363983154297
sparsity_time,1.2859557390213012,1.3162734746932983,1.2758556842803954,1.3598998308181762,1.2948417901992797,1.3239246606826782,1.2891762256622314,1.2779664516448974,1.2970011234283447,1.29068021774292,1.20027813911438,1.31178822517395,1.227175784111023,1.1430808305740356,1.262712049484253,1.2287641525268556,1.2087192773818969,1.1856171131134032
cvm_time,2.2289651155471804,2.2017438888549803,2.3626423597335817,2.3079150676727296,2.3506415128707885,2.135805916786194,2.121119809150696,1.9727839469909667,2.04704213142395,2.166318583488464,1.9375379800796508,2.0474727630615233,2.1296898126602173,2.064338517189026,2.0067123413085937,2.0570451736450197,2.0037874937057496,1.9661435604095459
total_time,3.5223724842071533,3.5254794120788575,3.646071219444275,3.675297808647156,3.652906084060669,3.4636203765869142,3.4123123407363893,3.252750587463379,3.3459513187408447,3.459516000747681,3.140915107727051,3.3612491846084596,3.358333945274353,3.2080775022506716,3.2700756788253784,3.2864664793014526,3.213219165802002,3.152413082122803
num_fawdable,33012.3,32421.7,33027.8,32381.4,33132.9,16031.6,8145.7,7947.1,8235.6,7969.3,8172.0,3916.9,2040.6,1969.9,2035.5,1963.6,2055.2,1959.5
num_cvm,3851.7,4442.3,3836.2,4482.6,3731.1,2400.4,1070.3,1268.9,980.4,1246.7,1044.0,691.1,263.4,334.1,268.5,340.4,248.8,344.5
num_cvm_in_remaining,695.5,632.6,669.5,618.4,676.6,290.1,158.2,142.6,168.2,152.5,156.8,65.3,38.4,35.5,37.0,32.6,38.2,38.6
num_fawd_in_remaining,516.9,514.5,559.7,532.1,562.4,262.4,142.8,122.4,138.7,127.9,130.4,66.2,32.8,27.2,32.6,33.0,35.7,33.0
perc_fawdable,0.8955159505208332,0.8794949001736111,0.8959364149305555,0.8784016927083333,0.8987874348958333,0.8697699652777778,0.8838650173611111,0.8623155381944445,0.8936197916666668,0.8647243923611111,0.88671875,0.8500217013888889,0.8856770833333332,0.8549913194444445,0.8834635416666666,0.8522569444444444,0.8920138888888889,0.8504774305555556
perc_cvm,0.10448404947916665,0.12050509982638888,0.10406358506944444,0.12159830729166668,0.10121256510416668,0.13023003472222222,0.11613498263888888,0.13768446180555555,0.10638020833333335,0.1352756076388889,0.11328125,0.14997829861111114,0.11432291666666668,0.14500868055555555,0.11653645833333334,0.14774305555555556,0.10798611111111112,0.14952256944444445
err_out_of_range,232567.6,303055.1,241055.0,311716.0,236530.1,175268.5,74027.5,93225.3,63381.2,90254.3,70415.8,52605.6,18434.3,25294.0,19462.0,25579.6,16958.7,25556.0
err_reduced_precision,2853.9,2501.9,2728.1,2465.9,2755.7,1144.8,622.6,533.5,685.3,597.2,581.2,234.2,144.3,124.5,126.4,114.1,131.0,152.7
err_total,235421.5,305557.0,243783.1,314181.9,239285.8,176413.3,74650.1,93758.8,64066.5,90851.5,70997.0,52839.8,18578.6,25418.5,19588.4,25693.7,17089.7,25708.7
quant_err,0.060150146484375,0.0347900390625,0.05206298828125,0.034576416015625,0.046142578125,0.0350341796875,0.04998779296875,0.030487060546875,0.049468994140625,0.03033447265625,0.04864501953125,0.034637451171875,0.04669189453125,0.031494140625,0.047760009765625,0.030120849609375,0.04766845703125,0.03125
fault_err,0.062548828125,0.036749267578125,0.054205322265625,0.036590576171875,0.0479736328125,0.0374542236328125,0.05269775390625,0.032891845703125,0.0516510009765625,0.0326263427734375,0.051129150390625,0.0377960205078125,0.049176025390625,0.034326171875,0.050506591796875,0.032940673828125,0.0499267578125,0.0341217041015625
